# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Oct 21 16:01:16 CEST 2019 [seed=1571666328474]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	tmrca(node1)	tmrca(node10)	tmrca(node2)	tmrca(node3)	tmrca(node4)	tmrca(node5)	tmrca(node6)	tmrca(node7)	tmrca(node8)	tmrca(node9)	yule.birthRate	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	speciation
34000	-33764.0516305561	-8.653718874128007	-33755.397911681976	0.48053328137556073	3.86855923032894	0.06146850250322785	0.42304147041583645	0.10156723170847712	0.1430532805056741	0.12810089833000374	0.19241132123993832	0.21148182820596084	0.3686866066082668	0.4352439278961231	0.324886039769057	1.1709860086882071	0.9402388863391771	1.2281021356520667	0.847115950390823	0.995804460337904	1.2050614995669924	0.7836770677130359	0.36634965207337455	0.19519224866590745	0.1648243739645405	0.2736337252961774	0.5288382870578812	1.0	1.0	-33755.397911681976	0.0	-2.4780289596846354
35000	-33759.641761078325	-6.490313197119461	-33753.1514478812	0.5389032882593441	4.365608665943709	0.06679906647330415	0.502552157170647	0.10854108062860932	0.1566752817770894	0.13843683358232686	0.22284709478320805	0.23778713650700156	0.4205638835676252	0.5021825338591561	0.3993174782230181	1.895513480170136	0.9548125399400709	1.2322453714019648	0.8467506463915486	0.9820254302263661	1.206257371443923	0.7779086405961257	0.3644629683971328	0.19490106693738368	0.16936118987847099	0.27127477478701245	0.5288382870578812	1.0	1.0	-33753.1514478812	0.0	0.03829690360028204
36000	-33746.8413716511	-5.387483412213605	-33741.45388823889	0.5172420315304457	4.26595814697344	0.06704060522904305	0.48313861861403873	0.10310431598759227	0.14889524662130205	0.1340740859487862	0.20909258411196052	0.2302934280752394	0.4125163809477592	0.48080099094629564	0.3927123036363253	3.0096936441895004	0.9845203580165521	1.2404312613107245	0.8392199828322422	0.9837836744955915	1.2152967688198697	0.7367479545250193	0.37580279932093924	0.19105967213948732	0.16186275375256096	0.27127477478701245	0.4827245413452315	1.0	1.0	-33741.45388823889	0.0	1.4846707038200564
37000	-33739.833664857986	-5.381301201730988	-33734.45236365625	0.4962360904784654	4.111967852828518	0.07378791477118933	0.45090299684191176	0.11049474051114279	0.16237993037811796	0.13109678915482756	0.21260121479245464	0.22626809163476397	0.40274434858896574	0.46992775409837084	0.3460051204078112	2.277285589812433	0.9845203580165521	1.2448700676580227	0.8356516861336574	0.9837836744955915	1.2152967688198697	0.7358774448763059	0.36609228452473747	0.19105967213948732	0.16186275375256096	0.2809852895832142	0.5417305966271914	1.0	1.0	-33734.45236365625	0.0	1.3346695011701932
38000	-33736.08669277002	-5.02753356951902	-33731.0591592005	0.49944051730619643	4.103682516965187	0.0669084517457151	0.4359295367434627	0.10730670790900715	0.15435980606876282	0.131405492285586	0.2104959782347631	0.23144740411117648	0.3872087587673707	0.4744786649116766	0.3563575787794632	3.0641378404562376	0.9890294273914666	1.2511603696557838	0.8310440628799658	0.9920906094422937	1.2205823493565644	0.716093181273925	0.3589290349350866	0.19134811036429766	0.1620192938735547	0.287703560827061	0.5423649654038109	1.0	1.0	-33731.0591592005	0.0	1.9827122080351414
39000	-33737.816560518724	-5.939639151468992	-33731.87692136726	0.5063376261553345	4.15565140754079	0.07287894887611777	0.45322917634672005	0.11197565558211782	0.16250530029601312	0.12438190021366041	0.21095896958688698	0.22253791471166334	0.38654106620599415	0.4800279157473554	0.35873086716546065	1.9762430795871608	0.9962108165289006	1.2410469746726502	0.8310440628799658	0.9891113258731075	1.2338057521815513	0.7087810678638237	0.35947910569924707	0.1907980396001372	0.1620192938735547	0.287703560827061	0.5381427486425451	1.0	1.0	-33731.87692136726	0.0	0.6429915653589329
40000	-33731.56008292923	-5.64025196651528	-33725.91983096272	0.5438625284044111	4.347743496703436	0.0702271475254972	0.5161060089331915	0.10830044711690713	0.1652228507675818	0.13625725002162722	0.2249367152808242	0.2370039581285454	0.39403112864381046	0.49304100826544484	0.37167530493230927	2.795862218484049	0.9813463178319556	1.2467636205299577	0.8429476801071197	0.9906109295573203	1.2388709605404973	0.6994604914331487	0.3607798321154582	0.19379665890247724	0.1620192938735547	0.2834042151085098	0.5097543448818664	1.0	1.0	-33725.91983096272	0.0	1.2101353078929513
41000	-33724.87190091008	-4.7651915248928365	-33720.10670938519	0.502847087320006	4.021812241861416	0.06803262057536426	0.4688038529600316	0.11351070337041191	0.150366455835184	0.13059198993937962	0.20992312301142782	0.223797203898767	0.37803261749527906	0.4536264540724416	0.3209560023914476	3.274440245188811	0.9883734367658792	1.2467636205299577	0.8202997837491951	0.9906109295573203	1.2544917379644984	0.6994604914331487	0.3642662680531503	0.19139479750363902	0.16262767585834959	0.28171125858486107	0.5097543448818664	1.0	1.0	-33720.10670938519	0.0	2.2507263173901646
42000	-33718.896234173204	-5.881253431587723	-33713.01498074162	0.5215303865394918	4.289156327001854	0.07140147159681333	0.4775964193949304	0.11925804295466909	0.16220244092166464	0.14361577679576015	0.21614030194674888	0.2323820172133753	0.41051942256946883	0.4858334401673549	0.3605685201282599	2.2009278369247594	0.9818645378558513	1.251695311906007	0.8091192833550725	0.9962437559410571	1.2610006368745263	0.7000764740674853	0.3642662680531503	0.19139479750363902	0.16447845154255197	0.2798604829006587	0.5476055461472848	1.0	1.0	-33713.01498074162	0.0	0.8153036446350295
43000	-33712.71736127726	-5.486950486570816	-33707.23041079069	0.5138983494965385	4.1989442458732205	0.07159438631292293	0.4477033351155971	0.1109003921834831	0.16023281911724258	0.1366271003509996	0.2144223877640453	0.23300987417314276	0.3974033286259187	0.5082438001298907	0.36154271536741944	3.507072474713363	0.9656407097599671	1.264762869372889	0.8005242577609475	1.0028855978697953	1.2663903808518624	0.6997961843845383	0.3740447496229037	0.18854442711876637	0.16010173033630457	0.2773090929220254	0.5006705061984391	1.0	1.0	-33707.23041079069	0.0	1.5861594892040993
44000	-33712.06415057057	-5.8826870568018315	-33706.18146351377	0.5305007068625994	4.295122448862403	0.07365574055340496	0.49384815904429713	0.12456994448447475	0.1624682127497898	0.13072968749258604	0.2195494029462182	0.2374061688811425	0.41042577714565953	0.4828539341324427	0.36154271536741944	2.161384278385974	0.9618805260853384	1.2750641954408715	0.7902187128364355	1.0125367011015654	1.2563618464342168	0.7039380181015719	0.36629847602713145	0.18969957699343365	0.16457910315398896	0.27942284382544597	0.5170111816738912	1.0	1.0	-33706.18146351377	0.0	0.7363253839357342
45000	-33713.10715140402	-5.285955386098454	-33707.821196017925	0.5030095196289145	4.174658457100197	0.06846448917625035	0.48323642100439795	0.10462932830671054	0.1528664077063039	0.12611578254815425	0.21457651513912648	0.24034209570699666	0.3903146023860026	0.47918846818017646	0.36076512138375855	3.285089377465162	0.9618805260853384	1.286666368747955	0.7762153553763708	1.0149378852545468	1.2563618464342168	0.7039380181015719	0.36920398850070013	0.1823626400771946	0.1614151865080217	0.2870181849140836	0.5170111816738912	1.0	1.0	-33707.821196017925	0.0	1.7479940191742522
